538796;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30328;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130304064; $13 356,64 ;01/12/2024;
534095;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30537;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130303987; $13 755,84 ;01/12/2024;
534099;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30315;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130299428; $11 150,80 ;31/12/2024;
534104;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30543;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130305236; $12 396,83 ;01/12/2024;
535299;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30349;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130303958; $2 109,00 ;01/12/2024;
538170;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30524;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130303969; $1 597,89 ;01/12/2024;
535301;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30408;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130299632; $3 195,78 ;31/12/2024;
535303;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30525;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130300229; $9 026,56 ;31/12/2024;
535304;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30549;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304048; $8 986,92 ;01/12/2024;
537955;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30517;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130300233; $8 201,42 ;31/12/2024;
537957;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30555;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304009; $10 459,80 ;01/12/2024;
537959;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30561;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304010; $7 036,09 ;01/12/2024;
537961;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30532;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304011; $6 391,56 ;01/12/2024;
538787;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30565;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304020; $12 561,46 ;01/12/2024;
543859;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30577;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130309778; $3 457,19 ;01/10/2024;
527219;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;29639;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130303932; $1 597,89 ;31/10/2024;
527224;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;29967;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130299555; $14 048,52 ;31/10/2024;
539750;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30726;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304355; $39 692,23 ;01/01/2025;
539776;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30722;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304356; $8 122,72 ;01/01/2025;
539780;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30727;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130304357; $16 495,01 ;01/01/2025;
539784;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30728;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130304358; $5 828,80 ;01/01/2025;
540384;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30778;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307062; $13 714,95 ;01/01/2025;
550373;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30790;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130311075; $1 597,86 ;01/01/2025;
540386;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30796;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307063; $2 109,00 ;01/01/2025;
528304;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30089;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130303933; $1 731,32 ;01/12/2024;
542931;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30975;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130305257; $2 109,00 ;31/01/2025;
542932;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30976;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130305258; $1 731,32 ;31/01/2025;
542933;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30977;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130305259; $3 706,89 ;31/01/2025;
542934;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30978;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130305260; $4 218,00 ;31/01/2025;
542935;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30979;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130305261; $4 793,67 ;31/01/2025;
543734;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30995;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307094; $1 597,89 ;01/02/2025;
543737;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30996;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130306984; $2 124,06 ;01/02/2025;
543739;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;30997;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130306985; $2 728,79 ;01/02/2025;
544710;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31073;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307409; $5 319,74 ;01/02/2025;
544712;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31074;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307530; $1 597,89 ;01/02/2025;
544713;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31075;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307531; $2 370,47 ;01/02/2025;
544714;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31076;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307033; $784,42 ;01/02/2025;
544717;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31077;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307034; $2 353,26 ;01/02/2025;
544719;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31078;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307532; $3 996,34 ;01/02/2025;
544720;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31079;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307113; $3 968,36 ;01/02/2025;
544721;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31080;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307114; $1 731,32 ;01/02/2025;
545586;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31106;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307712; $2 659,92 ;01/02/2025;
545590;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31107;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307713; $3 774,68 ;01/02/2025;
545595;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31108;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307714; $1 830,31 ;01/02/2025;
545598;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31109;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307716; $5 042,23 ;01/02/2025;
545599;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31110;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130307536; $4 491,31 ;01/02/2025;
547208;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31204;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130309963; $2 410,24 ;01/03/2025;
547211;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31205;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130309964; $1 045,87 ;01/03/2025;
547212;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31206;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130309965; $4 036,08 ;01/03/2025;
547213;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31207;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130309966; $3 996,26 ;01/03/2025;
548251;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31264;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130309969; $784,40 ;01/03/2025;
549101;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31298;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130311073; $2 148,77 ;01/03/2025;
549102;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31299;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130309977; $1 045,87 ;01/03/2025;
549103;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31300;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130309978; $1 045,87 ;01/03/2025;
549104;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31301;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130311786; $2 776,08 ;01/03/2025;
550375;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31611;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130311787; $1 085,13 ;01/03/2025;
550376;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31612;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130311788; $2 621,94 ;01/03/2025;
550380;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31613;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130311076; $8 500,40 ;01/03/2025;
550381;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31614;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130311077; $6 902,54 ;01/03/2025;
2537439;;;;PRCTA_O1C04;OSP Regional;Concluído;APAGADO COBRE;30844;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);;Atividade Concluida no campo ;Não se aplica ; $48 328,96 ;01/01/2025;
2576030;;;;PRCTA_O1A10  ;OSP Regional;Concluído;APAGADO COBRE;29555;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);;Atividade Concluida no campo ;Não se aplica ; $2 814,57 ;01/01/2025;
541535;;;;PRSJP_O1A07;OSP Control;Draft - Devolvido para a Fila Empreiteira;APAGADO COBRE;30017;SAM - CONCLUIDO;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);;Atividade Concluida no campo ;OS não gerada; $58 746,27 ;01/10/2024;
524860;;;;PRCTA_O1B33;OSP Control;Draft - Devolvido para a Fila Empreiteira;APAGADO COBRE;30014;SAM - CONCLUIDO;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);;Atividade Concluida no campo ;OS não gerada; $66 516,19 ;01/09/2024;
541562;;;;PRCTA_O1B37;OSP Control;Draft - Devolvido para a Fila Empreiteira;APAGADO COBRE;30693;SAM - CONCLUIDO;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);;Atividade Concluida no campo ;OS não gerada; $57 901,75 ;01/10/2024;
541568;;;;PRCTA_O1C85;OSP Control;Draft - Devolvido para a Fila Empreiteira;APAGADO COBRE;31066;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);;Atividade Pendente - Aguardando Aprovação (VIVO);OS não gerada; $11 081,41 ;;
540381;;;;PRCTA_O1A99;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;APAGADO COBRE;29717;SAM - PENDENTE VIVO;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);;Atividade Concluida no campo ;OS não gerada; $43 637,04 ;31/10/2024;
541570;;;;PRPGO_O1I01;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;APAGADO COBRE;31113;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);;Atividade Pendente - Aguardando Aprovação (VIVO);OS não gerada; $102 986,49 ;;
541572;;;;PRCTA_O1A65;OSP Control;Draft - Devolvido para a Fila Empreiteira;APAGADO COBRE;31217;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);;Atividade Pendente - Aguardando Aprovação (VIVO);OS não gerada; $13 233,48 ;;
537629;;;;PRCTA_O1A77;OSP Control;Draft - Enviado para a Fila Cidade;APAGADO COBRE;30694;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);;Atividade Pendente - Aguardando Aprovação (VIVO);OS não gerada; $13 675,14 ;;
543636;;;;PRCTA_O1A21;OSP Control;Medição - Enviado para a Fila Staff Regional;APAGADO COBRE;31038;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);JJV - TELECOM;Atividade Pendente - Aguardando Aprovação (VIVO);OS não gerada; $1 909,63 ;;
543923;;;;PRCTA_O1B26;OSP Control;Cancelado;APAGADO COBRE;31037;CANCELADO ;#N/D;;Cancelado;; - ;;
543924;;;;PRCTA_O1A39;OSP Control;Cancelado;APAGADO COBRE;31033;CANCELADO ;#N/D;;Cancelado;; $-   ;;
543926;;;;PRCTA_O1B84;OSP Control;Cancelado;APAGADO COBRE;31026;CANCELADO ;#N/D;;Cancelado;; $-   ;;
543927;;;;PRCTA_O1A48;OSP Control;Cancelado;APAGADO COBRE;31032;CANCELADO ;#N/D;;Cancelado;; $-   ;;
543928;;;;PRCTA_O1C11;OSP Control;Cancelado;APAGADO COBRE;31029;CANCELADO ;#N/D;;Cancelado;; $-   ;;
548176;;;; PRCTA_O1B68;OSP Control;Cancelado;APAGADO COBRE;31281;CANCELADO ;#N/D;;Cancelado;; $-   ;;
551908;;;;PRCTA_O1C69;OSP Control;Draft - Enviado para a Fila Cidade;APAGADO COBRE;32209;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);;Atividade Pendente Execução- TLSV;; $2 202,43 ;;
551903;;;;PRCTA_O1C15;OSP Control;Cancelado;APAGADO COBRE;-;CANCELADO ;#N/D;;Cancelado;; $-   ;;
551884;;;;PRCTA_O1A24;OSP Control;Cancelado;APAGADO COBRE;-;CANCELADO ;#N/D;;Cancelado;; $-   ;;
551882;;;;PRCTA_O1A1M;OSP Control;Cancelado;APAGADO COBRE;-;CANCELADO ;#N/D;;Cancelado;; $-   ;;
551904;;;;PRCTA_O1C59;OSP Control;Cancelado;APAGADO COBRE;-;CANCELADO ;#N/D;;Cancelado;; $-   ;;
317322025;;;;1976741;B2B - Bucle;Concluído;B2B GPON;31732;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
314422025;;;;1970171;B2B - Bucle;Concluído;B2B GPON;31442;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/02/2025;
317862025;;;;1966981;B2B - Bucle;Concluído;B2B GPON;31786;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
317492025;;;;1-913165818049;B2B - Bucle;Concluído;B2B GPON;31749;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
317592025;;;;1976849;B2B - Bucle;Concluído;B2B GPON;31759;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
317872025;;;;1981182;B2B - Bucle;Concluído;B2B GPON;31787;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
317902025;;;;1963615;B2B - Bucle;Concluído;B2B GPON;31790;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
317912025;;;;1-917032885811;B2B - Bucle;Concluído;B2B GPON;31791;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
317932025;;;;1967991;B2B - Bucle;Concluído;B2B GPON;31793;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
318622025;;;;1-915000841000;B2B - Bucle;Concluído;B2B GPON;31862;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
552037;;;;PRGRP_G1M03;OSP Control;Cancelado;ALIVIO-CONSTRUÇÃO;31800;SAM - PENDENTE VIVO;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Cancelado;OS não gerada; $88 600,35 ;;
552656;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31879;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130311982; $5 853,44 ;01/03/2025;
552657;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31880;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130311983; $4 658,00 ;01/03/2025;
552658;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31881;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130312038; $10 536,25 ;01/03/2025;
552659;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;31882;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130312039; $3 195,72 ;01/03/2025;
2691466;;;;PRCTA_G1I79;OSP Regional;Concluído;EMERGENCIAL;32030;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $1 585,54 ;01/03/2025;
319912025;;;;1979823;B2B - Bucle;Concluído;B2B GPON;31991;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
319952025;;;;1982105;B2B - Bucle;Concluído;B2B GPON;31995;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
2696241;;;;PRCTA_G1I65 (Rua Andorinhas (Parte 2);OSP Regional;Concluído;MANUTENÇÃO PREVENTIVA CTA;32056;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;Não se aplica ; $16 542,48 ;01/03/2025;
2708507;;;;I85 - Soldas;OSP Regional;Concluído;MANUTENÇÃO PREVENTIVA CTA;33161;SAM - CONCLUIDO;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);FATURAMENTO OBERDAN;Atividade Concluida no campo ;Não se aplica ; $433,01 ;01/05/2025;
320542025;;;;1981991;B2B - Bucle;Concluído;B2B GPON;32054;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
